pdf_index,ref,title,introduction
pdf635.pdf,https://towardsdatascience.com/machine-learning-algorithms-part-12-hierarchical-agglomerative-clustering-example-in-python-1e18e0075019,#L8.1 Hierarchical Agglomerative Clustering,No Preview Available
pdf636.pdf,https://arxiv.org/abs/2010.06467,The paper introduced in Lecture #L8.3,Pretrained Transformers for Text Ranking: BERT and Beyond
pdf637.pdf,https://en.wikipedia.org/wiki/BERT_(language_model),Brief introduction of BERT. Related to Lecture #L8.2,BERT
pdf638.pdf,https://towardsdatascience.com/skip-gram-nlp-context-words-prediction-algorithm-5bbf34f84e0c,Skip-Gram: NLP context words prediction algorithm. Related to Lecture ...,Skip-Gram: NLP context words prediction algorithm
pdf639.pdf,https://arxiv.org/abs/1810.04805,#L8.3 BERT paper,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding
pdf640.pdf,https://towardsdatascience.com/lstm-vs-bert-a-step-by-step-guide-for-tweet-sentiment-analysis-ced697948c47,#L8.2 LSTM vs BERT,LSTM vs BERT
pdf642.pdf,https://aclanthology.org/2021.naacl-main.334.pdf,A paper introducing a language model (SapBert) pertained on both large...,"We propose SAPBERT, a pretraining scheme that selfaligns the representation space of biomedical entities. We design a scalable metric learning framework that can leverage UMLS, a massive collection..."
pdf643.pdf,https://arxiv.org/pdf/1901.04085.pdf,A great paper about how to train BERT(discussed in #L10.3) for passage...,"Recently, neural models pretrained on a language modeling task, such as
ELMo (Peters et al., 2017), OpenAI GPT (Radford et al., 2018), and BERT (Devlin et al., 2018), have achieved impressive resu..."
pdf644.pdf,https://medium.datadriveninvestor.com/how-do-lstm-networks-solve-the-problem-of-vanishing-gradients-a6784971a577,A great tutorial explaining the vanishing problem in RNN model and how...,"The presence of the forget gate’s activations allows the LSTM to decide, at each time step, that certain information should not be forgotten and to update the model’s parameters accordingly."
pdf645.pdf,https://arxiv.org/pdf/1910.14424.pdf,"The paper on multi-stage re-ranking with monoBERT and duoBERT, mention...",No Preview Available
pdf646.pdf,https://aclanthology.org/N19-1423.pdf,"The original paper on BERT, related to #L8.2",No Preview Available
pdf647.pdf,https://aclanthology.org/D14-1162.pdf,"The original paper on GloVe embeddings, related to #L8.1",No Preview Available
pdf648.pdf,https://aclanthology.org/N18-1202.pdf,"The original paper on ELMo, related to #L8.2",No Preview Available
pdf649.pdf,https://proceedings.neurips.cc/paper/2014/file/feab05aa91085b7a8012516bc3533958-Paper.pdf,The paper that explains how word embeddings are related to matrix fact...,No Preview Available
pdf650.pdf,https://towardsdatascience.com/word2vec-explained-49c52b4ccb71,#L8.1 word2vec introduction and implementation,No Preview Available
pdf651.pdf,https://arxiv.org/pdf/1904.07094.pdf,This is a paper which explains about Contextualized Embeddings for Doc...,Contextualized Embeddings for Document Ranking
pdf652.pdf,https://ciir-publications.cs.umass.edu/getpdf.php?id=1407,#L8.3 A deep look into NN for ranking,No Preview Available
pdf653.pdf,https://neerajku.medium.com/document-ranking-using-bert-a4b00eb258c4,Using BERT to rank documents #L8.3,No Preview Available
pdf654.pdf,https://towardsdatascience.com/bert-explained-state-of-the-art-language-model-for-nlp-f8b21a9b6270,This gives a detailed explanation of BERT #L8.2,How BERT works
pdf655.pdf,https://www.davidsbatista.net/blog/2018/12/06/Word_Embeddings/,Goes over the ELMo model #L8.2,ELMo: Deep contextualized word representations
pdf656.pdf,https://medium.com/@sue_nlp/explaining-rnnlm-in-natural-language-processing-nlp-in-depth-and-in-an-easy-to-understand-way-91acb1df2148,This explains about RNN Language Model #L8.2,RNNLM explained
pdf657.pdf,https://medium.datadriveninvestor.com/skip-gram-model-broken-down-subsampling-n-grams-feab04a6f220?gi=9a7ac100ce1f,Skip-gram model explained #L8.1,No Preview Available
pdf658.pdf,https://web.stanford.edu/~jurafsky/slp3/7.pdf,This explains about Neural Language Models #L8.1,Neural Language Models
pdf659.pdf,https://www.datanovia.com/en/lessons/agglomerative-hierarchical-clustering/,This explains about Agglomerative Clustering #L8.1,Agglomerative Hierarchical Clustering
pdf660.pdf,https://arxiv.org/abs/2010.06467,#L8.3 Arxiv paper of Pretrained Transformers for Text Ranking: BERT an...,Pretrained Transformers for Text Ranking: BERT and Beyond
pdf661.pdf,https://medium.com/analytics-vidhya/rnns-lstms-cnns-transformers-and-bert-be003df3492b,#L8.2 A medium article that introduce common Neural Language Models,"RNNs, LSTMs, CNNs, Transformers and BERT"
pdf662.pdf,https://towardsdatascience.com/word2vec-skip-gram-model-part-1-intuition-78614e4d6e0b,#L8.1 A medium article about skip-gram,Word2Vec (skip-gram model): PART 1 - Intuition.
pdf663.pdf,https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf,GPT is another model that uses pre-training and fine-tuning. It's base...,No Preview Available
pdf664.pdf,https://towardsdatascience.com/bert-explained-state-of-the-art-language-model-for-nlp-f8b21a9b6270,BERT Explained: State of the art language model for NLP #L8.3,BERT Explained: State of the art language model for NLP
pdf665.pdf,https://www.analyticsvidhya.com/blog/2019/03/learn-to-use-elmo-to-extract-features-from-text/,A Step-by-Step NLP Guide to Learn ELMo for Extracting Features from Te...,A Step-by-Step NLP Guide to Learn ELMo for Extracting Features from Text
pdf666.pdf,https://machinelearningmastery.com/what-are-word-embeddings/,What Are Word Embeddings for Text? #L8.1,What Are Word Embeddings for Text?
pdf667.pdf,https://machinelearningmastery.com/what-are-word-embeddings/,What are word embeddings in text? #L10.1,What are word embeddings in text?
pdf668.pdf,https://neerajku.medium.com/document-ranking-using-bert-a4b00eb258c4,#L8.3 Document ranking using BERT,No Preview Available
pdf669.pdf,https://towardsdatascience.com/bert-explained-state-of-the-art-language-model-for-nlp-f8b21a9b6270,#L8.2 BERT model detailed explanation,No Preview Available
pdf670.pdf,https://arxiv.org/abs/1908.10084,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks #L8.3,No Preview Available
pdf671.pdf,https://www.tensorflow.org/text/guide/word_embeddings,Word embeddings TF #L8.1,No Preview Available
pdf672.pdf,https://arxiv.org/abs/1809.09795,Deep contextualized word representations for detecting sarcasm and iro...,No Preview Available
pdf673.pdf,https://medium.com/@merfaruktuna/introduction-to-language-modelling-and-deep-neural-network-based-text-generation-2bdfb1ab5088,Good article about neural network language models - the explanation is...,No Preview Available
pdf674.pdf,https://www.youtube.com/watch?v=NL3U8QOGBaE,This video explains the implementation of brown clustering for unsuper...,No Preview Available
pdf675.pdf,https://towardsdatascience.com/bert-explained-state-of-the-art-language-model-for-nlp-f8b21a9b6270,Explanation of BERT #L8.3,BERT (Bidirectional Encoder Representations from Transformers) is a recent paper published by researchers at Google AI Language.
pdf676.pdf,https://builtin.com/data-science/recurrent-neural-networks-powerhouse-language-modeling,Basic explanation of RNN Language Model #L8.2,Recurrent Neural Networks: The Powerhouse of Language Modeling
pdf677.pdf,https://medium.com/@rachel_95942/language-models-and-rnn-c516fab9545b,Explanation about RNN Language Model #L8.2,"Just like an n-gram Language Model, you can use an RNN Language Model to generate text by repeated sampling."
pdf678.pdf,https://towardsdatascience.com/skip-gram-nlp-context-words-prediction-algorithm-5bbf34f84e0c,Explanation of Skip-gram #L8.1,Skip-gram is used to predict the context word for a given target word. It’s reverse of CBOW algorithm.
pdf679.pdf,https://www.baeldung.com/cs/word-embeddings-cbow-vs-skip-gram,Word Embeddings: CBOW vs Skip-Gram #L8.1,"Skip-Gram works well with small datasets, and can better represent less frequent words. CBOW is found to train faster than Skip-Gram, and can better represent more frequent words."
pdf680.pdf,https://www.quora.com/What-are-the-advantages-and-disadvantages-of-Word2vec-and-GloVe,The advantages/disadvantages of word2vec and GloVe #8.1,No Preview Available
pdf681.pdf,https://towardsdatascience.com/from-word-embeddings-to-pretrained-language-models-a-new-age-in-nlp-part-1-7ed0c7f3dfc5,This data science article gives a great intro to NLP word embeddings w...,"From Word Embeddings to Pretrained Language Models — A New Age in NLP — Part 1
For words to be processed by machine learning models, they need some form of numeric representation that models can u..."
pdf682.pdf,https://arxiv.org/abs/1903.06902,#L8.3 Neural Ranking Models,"A Deep Look into Neural Ranking Models for Information Retrieval
Jiafeng Guo, Yixing Fan, Liang Pang, Liu Yang, Qingyao Ai, Hamed Zamani, Chen Wu, W. Bruce Croft, Xueqi Cheng
Ranking models lie a..."
pdf683.pdf,https://medium.com/analytics-vidhya/viterbi-algorithm-for-prediction-with-hmm-part-3-of-the-hmm-series-6466ce2f5dc6,A good article regarding the Viterbi algorithm #L7.3,Viterbi algorithm for prediction with HMM
pdf684.pdf,https://towardsdatascience.com/probability-learning-vi-hidden-markov-models-fab5c1f0a31d,This article covers about using the Hidden Markov Model as Probabilist...,Probability Learning VI: Hidden Markov Models
pdf685.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,An overview of Hidden Markov Model #L7.1,Markov and Hidden Markov Model
pdf686.pdf,https://analyticsindiamag.com/how-to-code-your-first-lstm-network-in-keras/,A cool tutorial to build a LSTM on Keras #L8.1,"The simplest application of RNN is in Natural Language Processing. In all natural languages, the order of the words is important to convey the meaning in the right context."
pdf687.pdf,https://link.springer.com/article/10.1007/s10791-021-09398-0,#L8.3 Neural ranking models for IR,Neural ranking models for document retrieval
pdf688.pdf,https://medium.com/analytics-vidhya/why-are-lstms-struggling-to-matchup-with-transformers-a1cc5b2557e3,#L8.2 Compare LSTM with the cutting-edge Transformer,Why are LSTMs struggling to matchup with Transformers?
pdf689.pdf,https://arxiv.org/pdf/1901.09069.pdf,#L8.1 A survey on word embeddings,Word Embeddings: A Survey
pdf690.pdf,https://medium.com/nwamaka-imasogie/neural-networks-word-embeddings-8ec8b3845b2e,#L8.1: Word embeddings,No Preview Available
pdf691.pdf,https://machinelearningmastery.com/what-are-word-embeddings/,An article describing about the word embedding approach for representi...,What Are Word Embeddings for Text
pdf692.pdf,https://aclanthology.org/2021.naacl-tutorials.1.pdf,Pretrained Transformers for Text Ranking: BERT and Beyond #L8.3,No Preview Available
pdf693.pdf,https://towardsdatascience.com/glove-elmo-bert-9dbbc9226934,A guide to state-of-the-art text classification using Spark NLP #L8.2,No Preview Available
pdf694.pdf,https://www.mygreatlearning.com/blog/word-embedding/,What is Word Embedding | Word2Vec | GloVe #L8.1,No Preview Available
pdf695.pdf,https://towardsdatascience.com/skip-gram-nlp-context-words-prediction-algorithm-5bbf34f84e0c,#L8.1 Skip Gram,Skip-Gram: NLP context words prediction algorithm
pdf696.pdf,https://towardsdatascience.com/exploring-bert-variants-albert-roberta-electra-642dfe51bc23,"Introduction to BERT variants: ALBERT, RoBERTa, ELECTRA #8.3",No Preview Available
pdf697.pdf,https://d2l.ai/chapter_natural-language-processing-applications/finetuning-bert.html,A tutorial of fine-tuning BERT for sequence-level or token-level appli...,No Preview Available
pdf698.pdf,https://blog.vespa.ai/pretrained-transformer-language-models-for-search-part-1/,This blog gives a great intro to text ranking using BERT described in ...,"Since BERT was first applied to search and document ranking, we at the Vespa team have been busy making it easy to use BERT or Transformer models in general, for ranking and question answering with..."
pdf699.pdf,https://jalammar.github.io/illustrated-bert/,This github article by Jay Alammar gives a very detailed explanation o...,"The Illustrated BERT, ELMo, and co. (How NLP Cracked Transfer Learning)"
pdf700.pdf,https://aclanthology.org/2021.naacl-tutorials.1.pdf,#L8.3,No Preview Available
pdf701.pdf,https://arindum-yaa-mondal.medium.com/elmo-can-do-better-information-retrieval-rather-than-traditional-static-word-embedding-df4a6482a816,#L8.2,No Preview Available
pdf702.pdf,http://cs.unibo.it/~danilo.montesi/CBD/Articoli/2015_A Word Embedding based Generalized Language Model for Information Retrieval.pdf,#L8.1,No Preview Available
pdf703.pdf,https://ieeexplore.ieee.org/abstract/document/1517930?casa_token=P-wHlOOfOwUAAAAA:Clhjyx0Zu7OfI-BhPCUN611LGzskBE1WLscbjHAiCG4sSGPJvHDZWhEpVtl2MhEYw9Cy_1GpHA,#8.3 Neural networks for ranking web pages,No Preview Available
pdf704.pdf,https://ai.googleblog.com/2017/08/transformer-novel-neural-network.html,Research paper from Google Research about the Transformer Language Mod...,Transformer: A Novel Neural Network Architecture for Language Understanding
pdf705.pdf,https://arxiv.org/abs/1511.08630,#8.2 A C-LSTM Neural Network for Text Classification,No Preview Available
pdf706.pdf,https://towardsdatascience.com/bert-explained-state-of-the-art-language-model-for-nlp-f8b21a9b6270,Bert Language Model #L8.2,BERT Explained: State of the art language model for NLP
pdf707.pdf,https://ieeexplore.ieee.org/abstract/document/8258123?casa_token=6fGQPbn52aYAAAAA:5JOuQ7o5fkdJwRIrzTAruOpZ_MahpGtlWIe22_gEmGX4js6i_Ww3j71tbbB7amIa4WodFAbSKg,#8.1 Improving text classification using word embedding,No Preview Available
pdf708.pdf,https://direct.mit.edu/coli/article/49/1/253/113643/Pretrained-Transformers-for-Text-Ranking-BERT-and?searchresult=1,#L8.3: Text ranking,No Preview Available
pdf709.pdf,https://machinelearningmastery.com/gentle-introduction-long-short-term-memory-networks-experts/,#L8.2 LSTM,No Preview Available
pdf711.pdf,https://colah.github.io/posts/2015-08-Understanding-LSTMs/,"#L8.2
Problems about long-term dependencies","Sometimes, we only need to look at recent information to perform the present task. For example, consider a language model trying to predict the next word based on the previous ones. If we are tryin..."
pdf713.pdf,https://cran.r-project.org/web/packages/textrank/vignettes/textrank.html,"#L8.3
A text ranking method for summarizing text",Textrank for summarizing text
pdf714.pdf,http://mccormickml.com/2016/04/19/word2vec-tutorial-the-skip-gram-model/,#L8.1,No Preview Available
pdf715.pdf,https://huggingface.co/docs/transformers/model_doc/bert,#L8.2 An article from Hugging Face that presents various resources to ...,"The BERT model was proposed in BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding by Jacob Devlin, Ming-Wei Chang, Kenton Lee and Kristina Toutanova. It’s a bidirectio..."
pdf716.pdf,http://www.seas.ucla.edu/spapl/weichu/htkbook/node220_mn.html,#L8.1 A short article introducing the main concepts of class based lan...,"As described in section 14.1.3, a class-base language model consists of two separate components"
